"","cor","platform","seed","Npar","Nsims","delta.mean","delta.target","eps.final","max_treedepths","ndivergent","nsteps.mean","nsteps.median","nsteps.sd","metric","model"
"28",1,"stan",1,4,1000,0.847836759512742,0.8,1.09863002668899,0,0,2.956,3,0.504299829782163,"diag","mvnd"
"29",1,"tmb",1,4,1000,0.805153500556853,0.8,1.05716082622537,0,1,3.361,3,1.7439035523216,"diag","mvnd"
"30",1,"admb",1,4,1000,0.80987859601116,0.8,1.0786,0,2,3.099,3,0.872111970818439,"diag","mvnd"
"31",1,"stan",2,4,1000,0.874531204400162,0.8,0.941283378916026,0,0,3.922,3,2.45600243239862,"diag","mvnd"
"32",1,"tmb",2,4,1000,0.808535651097492,0.8,1.01841193735126,0,0,3.511,3,1.79066530684005,"diag","mvnd"
"33",1,"admb",2,4,1000,0.80421344327886,0.8,1.09151,0,1,3.109,3,1.01125185545322,"diag","mvnd"
"34",1,"stan",3,4,1000,0.799357778919408,0.8,1.23228102944511,0,0,2.9,3,0.43610800289629,"diag","mvnd"
"35",1,"tmb",3,4,1000,0.807028854946601,0.8,1.01632284237566,0,1,3.416,3,1.79459028113343,"diag","mvnd"
"36",1,"admb",3,4,1000,0.8093929887086,0.8,1.05522,0,1,3.106,3,0.988560886497719,"diag","mvnd"
"37",0,"stan",1,8,1000,0.847380953893907,0.8,0.966631244193016,0,0,4.764,3,4.12520560958134,"diag","mvnd"
"38",0,"tmb",1,8,1000,0.807453090090382,0.8,0.908090130283654,0,0,6.212,3,11.6069986305076,"diag","mvnd"
"39",0,"admb",1,8,1000,0.813042059339019,0.8,0.99261,0,0,3.372,3,1.05743798283577,"diag","mvnd"
"40",0,"stan",2,8,1000,0.83772534955161,0.8,0.986898664837336,0,0,3.434,3,1.41479526633561,"diag","mvnd"
"41",0,"tmb",2,8,1000,0.800995456354484,0.8,0.974480603071652,0,0,5.077,3,12.9724405223749,"diag","mvnd"
"42",0,"admb",2,8,1000,0.804738266014974,0.8,1.02493,0,1,3.347,3,0.997039640145772,"diag","mvnd"
"43",0,"stan",3,8,1000,0.845307992872966,0.8,0.925660356069799,0,0,4.584,3,3.13380994394439,"diag","mvnd"
"44",0,"tmb",3,8,1000,0.801161222664245,0.8,0.969856692955462,0,1,4.574,3,9.10208481469971,"diag","mvnd"
"45",0,"admb",3,8,1000,0.814530329841534,0.8,0.988235,0,0,3.4,3,1.06984685172368,"diag","mvnd"
"46",1,"stan",1,8,1000,0.865431308992728,0.8,0.793279254406182,0,0,8.308,7,7.2452487624394,"diag","mvnd"
"47",1,"tmb",1,8,1000,0.799486335438808,0.8,0.854005062517004,0,0,4.963,3,2.7364895738142,"diag","mvnd"
"48",1,"admb",1,8,1000,0.809332100834818,0.8,0.893903,0,1,3.814,3,1.22399063580498,"diag","mvnd"
"49",1,"stan",2,8,1000,0.892001154222901,0.8,0.731710703788301,0,0,7.288,7,3.87764001579467,"diag","mvnd"
"50",1,"tmb",2,8,1000,0.802164877484318,0.8,0.841355820919271,0,3,5.19,3,2.7451170892909,"diag","mvnd"
"51",1,"admb",2,8,1000,0.813489142238056,0.8,0.876832,0,2,3.872,3,1.26665631056911,"diag","mvnd"
"52",1,"stan",3,8,1000,0.847223334863352,0.8,0.835202606131198,0,0,7.796,7,6.71740333071549,"diag","mvnd"
"53",1,"tmb",3,8,1000,0.793852486466034,0.8,0.852954024808573,0,1,5.153,3,2.94600245506222,"diag","mvnd"
"54",1,"admb",3,8,1000,0.810364011282025,0.8,0.862292,0,2,3.918,3,1.29542080326385,"diag","mvnd"
"55",0,"stan",1,16,1000,0.855926637181685,0.8,0.742420448908593,0,0,6.9,7,2.04992736510399,"diag","mvnd"
"56",0,"tmb",1,16,1000,0.797921498584992,0.8,0.800078883898539,0,1,6.455,7,6.36217051066721,"diag","mvnd"
"57",0,"admb",1,16,1000,0.81442248406319,0.8,0.82506,0,0,4.477,5,1.33167476466269,"diag","mvnd"
"58",0,"stan",2,16,1000,0.850078581533857,0.8,0.7439907433122,0,0,7.312,7,4.00183341365813,"diag","mvnd"
"59",0,"tmb",2,16,1000,0.797175197845246,0.8,0.812968399182224,0,1,6.696,7,10.5553442220433,"diag","mvnd"
"60",0,"admb",2,16,1000,0.792124434983959,0.8,0.898259,0,0,4.128,5,1.24755528819309,"diag","mvnd"
"61",0,"stan",3,16,1000,0.855498316593691,0.8,0.744379732007419,0,0,6.704,7,1.25616955939951,"diag","mvnd"
"62",0,"tmb",3,16,1000,0.796166343261824,0.8,0.816165012988683,0,1,6.786,7,12.2558274569009,"diag","mvnd"
"63",0,"admb",3,16,1000,0.802502286700423,0.8,0.866061,0,1,4.326,5,1.26906629638972,"diag","mvnd"
"64",1,"stan",1,16,1000,0.862316425797102,0.8,0.596850530811291,0,0,7.504,7,2.46090228169264,"diag","mvnd"
"65",1,"tmb",1,16,1000,0.809995143951577,0.8,0.615580153431565,0,1,6.882,7,1.98998895173164,"diag","mvnd"
"66",1,"admb",1,16,1000,0.819179308283863,0.8,0.646616,0,4,5.1735,5,1.35695188168358,"diag","mvnd"
"67",1,"stan",2,16,1000,0.854531706212598,0.8,0.598989746308359,0,0,7.58,7,2.53732891798404,"diag","mvnd"
"68",1,"tmb",2,16,1000,0.803840063160003,0.8,0.62695303782928,0,1,6.978,7,2.11796101933905,"diag","mvnd"
"69",1,"admb",2,16,1000,0.813443956760599,0.8,0.648417,0,3,5.145,5,1.44014305053456,"diag","mvnd"
"70",1,"stan",3,16,1000,0.854150470426183,0.8,0.608922875124033,0,0,7.512,7,2.50442171531236,"diag","mvnd"
"71",1,"tmb",3,16,1000,0.800075041567978,0.8,0.649103646066802,0,1,6.806,7,2.1006118835098,"diag","mvnd"
"72",1,"admb",3,16,1000,0.812199199640974,0.8,0.655074,0,2,5.101,5,1.34933663504603,"diag","mvnd"
"73",0,"stan",1,32,1000,0.844264857329115,0.8,0.645327405298182,0,0,6.992,7,0.178795883531943,"diag","mvnd"
"74",0,"tmb",1,32,1000,0.812044445978614,0.8,0.674445667867865,0,1,9.533,7,65.0819156054079,"diag","mvnd"
"75",0,"admb",1,32,1000,0.804575498275,0.8,0.785491,0,0,5.048,5,1.2769147409392,"diag","mvnd"
"76",0,"stan",2,32,1000,0.831731994185073,0.8,0.66452249353023,0,0,6.996,7,0.126491106406735,"diag","mvnd"
"77",0,"tmb",2,32,1000,0.805944229607616,0.8,0.701442406994851,0,1,7.795,7,12.7349544377774,"diag","mvnd"
"78",0,"admb",2,32,1000,0.81580447825,0.8,0.771086,0,1,4.967,5,1.22378912804247,"diag","mvnd"
"79",0,"stan",3,32,1000,0.856240134274387,0.8,0.626183135652073,0,0,6.996,7,0.126491106406735,"diag","mvnd"
"80",0,"tmb",3,32,1000,0.801832937576654,0.8,0.71448211201372,0,1,7.874,7,14.0289176084484,"diag","mvnd"
"81",0,"admb",3,32,1000,0.817812803228758,0.8,0.720202,0,0,5.073,5,1.17531343940262,"diag","mvnd"
"82",1,"stan",1,32,1000,0.863466240017906,0.8,0.328811527546673,0,0,15,15,2.67865174578092,"diag","mvnd"
"83",1,"tmb",1,32,1000,0.804809483836642,0.8,0.372497602674873,0,5,13.406,15,4.382780896211,"diag","mvnd"
"84",1,"admb",1,32,1000,0.800509773149131,0.8,0.394064,0,5,8.909,9,2.39428179056817,"diag","mvnd"
"85",1,"stan",2,32,1000,0.877090829129421,0.8,0.31570297593901,0,0,15.144,15,2.6264352575615,"diag","mvnd"
"86",1,"tmb",2,32,1000,0.798933644310427,0.8,0.382347071160525,0,1,13.185,15,4.66118421853927,"diag","mvnd"
"87",1,"admb",2,32,1000,0.805945711319171,0.8,0.392623,0,3,8.979,9,3.0858256853037,"diag","mvnd"
"88",1,"stan",3,32,1000,0.864409391055283,0.8,0.326291430054723,0,0,15.032,15,2.34701608100253,"diag","mvnd"
"89",1,"tmb",3,32,1000,0.799915148098262,0.8,0.376371825660506,0,1,13.405,15,4.55723152578293,"diag","mvnd"
"90",1,"admb",3,32,1000,0.809665106789808,0.8,0.384491,0,3,9.026,9,2.43028334532607,"diag","mvnd"
"91",0,"stan",1,64,1000,0.861725044536128,0.8,0.527187587995271,0,0,7,7,0,"diag","mvnd"
"92",0,"tmb",1,64,1000,0.808778140508755,0.8,0.60129098769207,0,1,8.471,7,16.4345126366072,"diag","mvnd"
"93",0,"admb",1,64,1000,0.80585458084,0.8,0.638362,0,0,5.543,5,1.5480145912062,"diag","mvnd"
"94",0,"stan",2,64,1000,0.844731145359461,0.8,0.56090253298581,0,0,7,7,0,"diag","mvnd"
"95",0,"tmb",2,64,1000,0.798588455762008,0.8,0.615120987283175,0,1,12.223,7,129.812125261597,"diag","mvnd"
"96",0,"admb",2,64,1000,0.8143472013,0.8,0.611763,0,0,5.62,5,1.48751684130856,"diag","mvnd"
"97",0,"stan",3,64,1000,0.855106138117271,0.8,0.538910418576619,0,0,7,7,0,"diag","mvnd"
"98",0,"tmb",3,64,1000,0.805652826522003,0.8,0.586377039732394,0,1,11.619,7,82.9124844582498,"diag","mvnd"
"99",0,"admb",3,64,1000,0.8090741111,0.8,0.624518,0,1,5.514,5,1.40456057014199,"diag","mvnd"
"100",1,"stan",1,64,1000,0.930268516879409,0.8,0.012330651843547,0,0,463.64,511,100.111361416598,"diag","mvnd"
"101",1,"tmb",1,64,1000,0.823088450912169,0.8,0.0166435833915014,0,17,313.134,255,155.269431447955,"diag","mvnd"
"102",1,"admb",1,64,1000,0.818739865683957,0.8,0.0171422,0,52,218.025,211,83.1021140265267,"diag","mvnd"
"103",1,"stan",2,64,1000,0.869035469490854,0.8,0.0157709922863503,0,0,317.464,255,110.005153687624,"diag","mvnd"
"104",1,"tmb",2,64,1000,0.820278954621578,0.8,0.01687364852181,0,12,308.305,255,150.921461756801,"diag","mvnd"
"105",1,"admb",2,64,1000,0.818056701781397,0.8,0.0168273,0,62,217.9095,213,82.9813971073212,"diag","mvnd"
"106",1,"stan",3,64,1000,0.934554217300595,0.8,0.0126337901661314,0,0,458.52,511,103.399327952463,"diag","mvnd"
"107",1,"tmb",3,64,1000,0.82347525655833,0.8,0.0164817820247548,0,12,319.813,255,171.531269800173,"diag","mvnd"
"108",1,"admb",3,64,1000,0.823655679602984,0.8,0.0169451,0,55,217.1345,213,76.3850819867667,"diag","mvnd"
